img1_cluster_id,img2_cluster_id,similarity,pval
2-1,4-1,0.9263592732330577,0
2-1,4-2,0.6583972319160406,0.5475
2-1,4-3,0.637132905167076,0.5725
2-1,4-4,0.36529103975519894,0.975
2-2,4-1,0.40224575950847713,0.92625
2-2,4-2,0.41169975659409663,0.9125
2-2,4-3,0.7955860236678799,0.44625
2-2,4-4,0.8753172479468843,0.09625
