img1_cluster_id,img2_cluster_id,similarity,pval
2-1,3-1,0.799548455329248,0.2916666666666667
2-1,3-2,0.9814792784193274,0
2-1,3-3,0.3849223345434116,1
2-2,3-1,0.526638425151889,0.8316666666666667
2-2,3-2,0.3032854086853296,1
2-2,3-3,0.8988485658872023,0.16333333333333333
