img1_cluster_id,img2_cluster_id,similarity,pval
3-1,4-1,0.7574405685397394,0.2375
3-1,4-2,0.7696215057652029,0.20666666666666667
3-1,4-3,0.6085926016590049,0.5558333333333333
3-1,4-4,0.28041979954133894,1
3-2,4-1,0.9178329860564234,0
3-2,4-2,0.6545460349856679,0.4658333333333333
3-2,4-3,0.5449242606790862,0.72
3-2,4-4,0.25502188816324245,1
3-3,4-1,0.3080614285400348,1
3-3,4-2,0.2609756867791292,1
3-3,4-3,0.7765531165001969,0.195
3-3,4-4,0.9116627260867785,0
